"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"30","Electrostatics","Class 12","charging_by_friction_rubbing_electron_transfer","nano","Yes","","","Two materials rubbed → electrons flow from donor to acceptor. Glass+silk → glass becomes +, silk becomes −. NCERT 1.2, DCEM 24.4 Charging by Rubbing.","charging_a_body_umbrella","—","Two materials rubbed → electrons flow from donor to acceptor. Glass+silk → glass becomes +, silk becomes −. NCERT 1.2, DCEM 24.4 Charging by Rubbing.",""
"30","Electrostatics","Class 12","charging_by_contact_direct_transfer","nano","Yes","","","Charged object touches neutral object → both end with same-sign charge. DCEM 24.4 + Fig 24.1.","charging_a_body_umbrella","—","Charged object touches neutral object → both end with same-sign charge. DCEM 24.4 + Fig 24.1.",""
"30","Electrostatics","Class 12","charging_by_induction_no_direct_contact","nano","Yes","","","Bring charged rod near conductor + ground → conductor ends with opposite charge. Rod is not consumed. NCERT 1.4 Fig 1.4, DCEM 24.4 Fig 24.2, HCV2 §29.1 last paragraph.","charging_a_body_umbrella","electric_field_inside_conductor_in_electrostatics_zero","Bring charged rod near conductor + ground → conductor ends with opposite charge. Rod is not consumed. NCERT 1.4 Fig 1.4, DCEM 24.4 Fig 24.2, HCV2 §29.1 last paragraph.",""
"30","Electrostatics","Class 12","earthing_grounding_for_safety","nano","Yes","","","**Indian-context anchor:** Third pin in domestic socket. When fault occurs, charge dumps to earth through the third pin → user does not get shocked. DCEM Ex 24.6 + NCERT §1.3 (""we have to stick to certain pairs"").","charging_a_body_umbrella, conductors_insulators_semiconductors_classification","—","**Indian-context anchor:** Third pin in domestic socket. When fault occurs, charge dumps to earth through the third pin → user does not get shocked. DCEM Ex 24.6 + NCERT §1.3 (""we have to stick to certain pairs"").",""
"30","Electrostatics","Class 12","coulombs_law_inverse_square_scalar_form","atomic","Yes","","","F = k\|q₁q₂\|/r² where k = 1/4πε₀ ≈ 9×10⁹ N·m²/C². Force along line joining charges. NCERT 1.6 eq 1.1–1.2, DCEM 24.5, HCV2 29.2 eq 29.1. **Per E-G4: separate scalar atomic from vector form.**","electric_charge_two_kinds_positive_negative, charge_quantisation_q_equals_n_times_e, vector_resolution [T5]","coulombs_law_vector_form_with_unit_vector, superposition_principle_force_from_multiple_charges, electric_field_definition_E_equals_F_over_q_test_charge, electric_potential_energy_two_charge_system","F = k\|q₁q₂\|/r² where k = 1/4πε₀ ≈ 9×10⁹ N·m²/C². Force along line joining charges. NCERT 1.6 eq 1.1–1.2, DCEM 24.5, HCV2 29.2 eq 29.1. **Per E-G4: separate scalar atomic from vector form.**",""
"30","Electrostatics","Class 12","coulombs_law_in_dielectric_medium_K_factor","nano","Yes","","","When a dielectric medium fills the space, F_medium = F_vacuum / K. K is dielectric constant of medium (K=1 vacuum, K≈80 water). DCEM 24.5 #4.","coulombs_law_inverse_square_scalar_form","—","When a dielectric medium fills the space, F_medium = F_vacuum / K. K is dielectric constant of medium (K=1 vacuum, K≈80 water). DCEM 24.5 #4.",""
"30","Electrostatics","Class 12","coulomb_constant_k_equals_9e9_value","nano","Yes","","","k = 8.988×10⁹ N·m²/C² ≈ 9×10⁹ for problems. Derived from c² × 10⁻⁷. NCERT 1.6, DCEM 24.5.","coulombs_law_inverse_square_scalar_form","electric_field_definition_E_equals_F_over_q_test_charge","k = 8.988×10⁹ N·m²/C² ≈ 9×10⁹ for problems. Derived from c² × 10⁻⁷. NCERT 1.6, DCEM 24.5.",""
"30","Electrostatics","Class 12","coulombs_law_vector_form_with_unit_vector","atomic","Yes","","","F₂₁ = (1/4πε₀)(q₁q₂/r²₂₁)r̂₂₁ . Sign of charges + direction of r̂ together encode attract vs repel. Per E-G4: separate atomic. NCERT 1.6 eq 1.3 + Fig 1.6, HCV2 §29.2 eq after 29.1.","coulombs_law_inverse_square_scalar_form, vector_resolution [T5]","superposition_principle_force_from_multiple_charges, electric_field_definition_E_equals_F_over_q_test_charge","F₂₁ = (1/4πε₀)(q₁q₂/r²₂₁)r̂₂₁ . Sign of charges + direction of r̂ together encode attract vs repel. Per E-G4: separate atomic. NCERT 1.6 eq 1.3 + Fig 1.6, HCV2 §29.2 eq after 29.1.",""
"30","Electrostatics","Class 12","newton_third_law_for_coulomb_force","nano","Yes","","","F₂₁ = −F₁₂. Action-reaction pair. DCEM 24.5 #2. **Cross-topic ref T11 ← T30.**","coulombs_law_vector_form_with_unit_vector, newton_third_law_atomic [T11]","—","F₂₁ = −F₁₂. Action-reaction pair. DCEM 24.5 #2. **Cross-topic ref T11 ← T30.**",""
"30","Electrostatics","Class 12","position_vector_form_for_3d_problems","nano","Yes","","","F on q₁ due to q₂ at positions r₁, r₂: F₁ = (1/4πε₀)(q₁q₂/\|r₁−r₂\|³)(r₁−r₂). 3D vector form for non-collinear charges. DCEM §24.5 Extra Points + Fig 24.5.","coulombs_law_vector_form_with_unit_vector","—","F on q₁ due to q₂ at positions r₁, r₂: F₁ = (1/4πε₀)(q₁q₂/\|r₁−r₂\|³)(r₁−r₂). 3D vector form for non-collinear charges. DCEM §24.5 Extra Points + Fig 24.5.",""
"30","Electrostatics","Class 12","coulomb_vs_gravitational_force_strength_ratio","atomic","Yes","","","F_e/F_g for two electrons = 4.17×10⁴² (HCV2 §29.1). For e-p = 2.4×10³⁹ (NCERT Ex 1.4). The take-away: electric force is ~10⁴⁰× stronger than gravity. **HCV2 owns this conceptual atomic.**","coulombs_law_inverse_square_scalar_form, gravitational_force [T15]","—","F_e/F_g for two electrons = 4.17×10⁴² (HCV2 §29.1). For e-p = 2.4×10³⁹ (NCERT Ex 1.4). The take-away: electric force is ~10⁴⁰× stronger than gravity. **HCV2 owns this conceptual atomic.**",""
"30","Electrostatics","Class 12","superposition_principle_force_from_multiple_charges","atomic","Yes","","","F₁ = Σᵢ F₁ᵢ = vector sum of pairwise Coulomb forces. NCERT 1.7 eq 1.4–1.5, DCEM 24.5 #1, HCV2 §29.2 (implicit).","coulombs_law_inverse_square_scalar_form, coulombs_law_vector_form_with_unit_vector","where_to_place_third_charge_for_zero_net_force, charges_at_equilateral_triangle_vertices_resultant, pith_balls_suspended_with_charges_geometry_problem, electric_field_definition_E_equals_F_over_q_test_charge","F₁ = Σᵢ F₁ᵢ = vector sum of pairwise Coulomb forces. NCERT 1.7 eq 1.4–1.5, DCEM 24.5 #1, HCV2 §29.2 (implicit).",""
"30","Electrostatics","Class 12","where_to_place_third_charge_for_zero_net_force","atomic","Yes","","","Two charges on a line; find position of third where net force = 0. Solution exists between like charges (closer to smaller) or outside unlike charges (beyond smaller). HCV2 W.Ex 2, DCEM-style typed problem.","superposition_principle_force_from_multiple_charges","—","Two charges on a line; find position of third where net force = 0. Solution exists between like charges (closer to smaller) or outside unlike charges (beyond smaller). HCV2 W.Ex 2, DCEM-style typed problem.",""
"30","Electrostatics","Class 12","charges_at_equilateral_triangle_vertices_resultant","atomic","Yes","","","Three charges at corners; find force on each. By symmetry resultant on any vertex is along bisector. NCERT Ex 1.6, HCV2 §29 W.Ex 1, DCEM Ex 24.8.","superposition_principle_force_from_multiple_charges","—","Three charges at corners; find force on each. By symmetry resultant on any vertex is along bisector. NCERT Ex 1.6, HCV2 §29 W.Ex 1, DCEM Ex 24.8.",""
"30","Electrostatics","Class 12","force_at_centroid_from_three_equal_charges_zero","nano","Yes","","","Charge Q at centroid of equilateral triangle with q,q,q at vertices: net F on Q = 0 by symmetry. NCERT Ex 1.6.","charges_at_equilateral_triangle_vertices_resultant","—","Charge Q at centroid of equilateral triangle with q,q,q at vertices: net F on Q = 0 by symmetry. NCERT Ex 1.6.",""
"30","Electrostatics","Class 12","pith_balls_suspended_with_charges_geometry_problem","atomic","Yes","","","Two identical pith balls (mass m, charge q) on threads from common point. Find angle θ where tension + gravity + Coulomb balance. HCV2 W.Ex 22-23, DCEM Ex 24.9 (with dielectric variant). **Indian classroom favorite.**","superposition_principle_force_from_multiple_charges, newton_second_law_atomic [T11], tension_in_string [T11]","—","Two identical pith balls (mass m, charge q) on threads from common point. Find angle θ where tension + gravity + Coulomb balance. HCV2 W.Ex 22-23, DCEM Ex 24.9 (with dielectric variant). **Indian classroom favorite.**",""
"30","Electrostatics","Class 12","electric_field_definition_E_equals_F_over_q_test_charge","atomic","Yes","","","E = lim(q→0) F/q. Vector. SI unit N/C (= V/m). Distinguishes ""source"" charge Q from ""test"" charge q. NCERT 1.8 + Eq 1.6–1.9, DCEM 24.6, HCV2 29.3.","coulombs_law_inverse_square_scalar_form, superposition_principle_force_from_multiple_charges","electric_field_due_to_point_charge_E_equals_kQ_over_r2, electric_field_due_to_ring_of_charge_axial, electric_field_due_to_infinite_line_charge_lambda_over_2_pi_eps_r, electric_field_due_to_infinite_sheet_E_sigma_over_2_eps, electric_potential_energy_two_charge_system, electric_potential_due_to_point_charge_V_kQ_over_r, relation_E_equals_minus_grad_V, electric_dipole_definition_p_equals_qd","E = lim(q→0) F/q. Vector. SI unit N/C (= V/m). Distinguishes ""source"" charge Q from ""test"" charge q. NCERT 1.8 + Eq 1.6–1.9, DCEM 24.6, HCV2 29.3.",""
"30","Electrostatics","Class 12","field_independent_of_test_charge_magnitude","nano","Yes","","","E depends only on source Q and position r, not on test q. NCERT §1.8 point (ii).","electric_field_definition_E_equals_F_over_q_test_charge","—","E depends only on source Q and position r, not on test q. NCERT §1.8 point (ii).",""
"30","Electrostatics","Class 12","field_direction_outward_for_positive_inward_for_negative","nano","Yes","","","E radially outward from +Q, radially inward to −Q. NCERT §1.8 point (iii).","electric_field_definition_E_equals_F_over_q_test_charge","electric_field_lines_visualization_faraday","E radially outward from +Q, radially inward to −Q. NCERT §1.8 point (iii).",""
"30","Electrostatics","Class 12","electric_field_due_to_point_charge_E_equals_kQ_over_r2","atomic","Yes","","","E = (1/4πε₀)(Q/r²) r̂. Spherical symmetry. NCERT §1.8 eq 1.6, DCEM 24.6, HCV2 29.3. **Per E-G5: own atomic.**","electric_field_definition_E_equals_F_over_q_test_charge, coulombs_law_inverse_square_scalar_form","electric_field_due_to_ring_of_charge_axial, electric_potential_due_to_point_charge_V_kQ_over_r, electric_dipole_definition_p_equals_qd","E = (1/4πε₀)(Q/r²) r̂. Spherical symmetry. NCERT §1.8 eq 1.6, DCEM 24.6, HCV2 29.3. **Per E-G5: own atomic.**",""
"30","Electrostatics","Class 12","electric_field_due_to_ring_of_charge_axial","atomic","Yes","","","E on axis at distance x from ring of radius R, total charge q: E_x = (1/4πε₀)(qx/(x²+R²)^(3/2)). Max at x = R/√2. Zero at center (x=0). Far-field reduces to point charge. **Per E-G5: own atomic.** DCEM §24.6 ""Electric Field of a Ring of Charge"" Figs 24.12–24.13, HCV2 W.Ex 2.","electric_field_definition_E_equals_F_over_q_test_charge, electric_field_due_to_point_charge_E_equals_kQ_over_r2, calculus_setup_for_continuous_distribution","—","E on axis at distance x from ring of radius R, total charge q: E_x = (1/4πε₀)(qx/(x²+R²)^(3/2)). Max at x = R/√2. Zero at center (x=0). Far-field reduces to point charge. **Per E-G5: own atomic.** DCEM §24.6 ""Electric Field of a Ring of Charge"" Figs 24.12–24.13, HCV2 W.Ex 2.",""
"30","Electrostatics","Class 12","ring_field_maximum_at_x_equals_R_over_sqrt_2","nano","Yes","","","dE_x/dx = 0 → x = R/√2. E_max = (2/3√3)(1/4πε₀)(q/R²). DCEM §24.6 Fig 24.13.","electric_field_due_to_ring_of_charge_axial","—","dE_x/dx = 0 → x = R/√2. E_max = (2/3√3)(1/4πε₀)(q/R²). DCEM §24.6 Fig 24.13.",""
"30","Electrostatics","Class 12","ring_field_zero_at_center","nano","Yes","","","At x = 0 by symmetry forces from opposite ring segments cancel. DCEM §24.6 point (i).","electric_field_due_to_ring_of_charge_axial","—","At x = 0 by symmetry forces from opposite ring segments cancel. DCEM §24.6 point (i).",""
"30","Electrostatics","Class 12","electric_field_due_to_infinite_line_charge_lambda_over_2_pi_eps_r","atomic","Yes","","","E = λ/(2πε₀r) at perpendicular distance r from infinite line with linear charge density λ. E ∝ 1/r (not 1/r²). DCEM §24.6 ""Electric Field of a Line Charge"" derivation, HCV2 W.Ex 12. **Per E-G5: own atomic.**","electric_field_definition_E_equals_F_over_q_test_charge, calculus_setup_for_continuous_distribution","gauss_application_infinite_line_charge (Gauss app)","E = λ/(2πε₀r) at perpendicular distance r from infinite line with linear charge density λ. E ∝ 1/r (not 1/r²). DCEM §24.6 ""Electric Field of a Line Charge"" derivation, HCV2 W.Ex 12. **Per E-G5: own atomic.**",""
"30","Electrostatics","Class 12","finite_rod_E_field_perpendicular_bisector","nano","Yes","","","For rod length 2a at perpendicular distance x: E = q/(4πε₀ x√(x²+a²)). Reduces to ∞-line for x ≪ a. DCEM §24.6, HCV2 W.Ex 12.","electric_field_due_to_infinite_line_charge_lambda_over_2_pi_eps_r","—","For rod length 2a at perpendicular distance x: E = q/(4πε₀ x√(x²+a²)). Reduces to ∞-line for x ≪ a. DCEM §24.6, HCV2 W.Ex 12.",""
